customer_id,order_date,product_name,product_category,quantity,unit_price,total_amount
C0314,2023-11-30,Coffee Maker,Home,3,83.34,250.02
C0370,2023-11-30,Kitchen Scale,Home,2,23.13,46.26
C0378,2023-11-30,Denim Jeans,Fashion,1,56.99,56.99
C0507,2023-11-30,Fiction Novel,Books,2,14.94,29.88
C0524,2023-11-30,Coffee Maker,Home,1,81.17,81.17
C0534,2023-11-30,Smartphone Case,Electronics,1,19.74,19.74
C0015,2023-12-01,Air Purifier,Home,2,640.19,1280.38
C0056,2023-12-01,Wireless Charger,Electronics,1,51.66,51.66
C0092,2023-12-01,Air Purifier,Home,2,355.64,711.28
C0178,2023-12-01,Denim Jeans,Fashion,2,97.25,194.5
C0182,2023-12-01,Self-Help Guide,Books,1,31.15,31.15
C0275,2023-12-01,Baseball Cap,Fashion,3,22.28,66.84
C0334,2023-12-01,Car Phone Mount,Electronics,1,22.7,22.7
C0354,2023-12-01,Wireless Charger,Electronics,1,31.3,31.3
C0354,2023-12-01,Kitchen Scale,Home,1,27.35,27.35
C0392,2023-12-01,Coffee Maker,Home,1,84.49,84.49
C0465,2023-12-01,USB-C Cable,Electronics,2,11.84,23.68
C0466,2023-12-01,Sunglasses,Fashion,2,45.86,91.72
C0481,2023-12-01,Sunglasses,Fashion,1,51.61,51.61
C0494,2023-12-01,Fiction Novel,Books,3,15.51,46.53
C0541,2023-12-01,Fiction Novel,Books,1,15.93,15.93
C0012,2023-12-02,Fiction Novel,Books,1,54.3,54.3
C0056,2023-12-02,Self-Help Guide,Books,1,31.4,31.4
C0069,2023-12-02,Sunglasses,Fashion,1,90.04,90.04
C0079,2023-12-02,Smartphone Case,Electronics,1,33.11,33.11
C0083,2023-12-02,Wireless Charger,Electronics,3,51.03,153.09
C0092,2023-12-02,Car Phone Mount,Electronics,1,38.97,38.97
C0107,2023-12-02,Casual T-Shirt,Fashion,1,32.24,32.24
C0134,2023-12-02,Baseball Cap,Fashion,1,43.69,43.69
C0165,2023-12-02,Wireless Headphones,Electronics,1,165.07,165.07
C0222,2023-12-02,Denim Jeans,Fashion,1,96.6,96.6
C0255,2023-12-02,Fiction Novel,Books,1,14.63,14.63
C0266,2023-12-02,LED Desk Lamp,Home,1,37.29,37.29
C0267,2023-12-02,Kitchen Scale,Home,1,23.94,23.94
C0281,2023-12-02,Baseball Cap,Fashion,1,22.95,22.95
C0316,2023-12-02,Running Shoes,Fashion,2,87.7,175.4
C0418,2023-12-02,Vacuum Cleaner,Home,2,149.81,299.62
C0439,2023-12-02,Denim Jeans,Fashion,1,56.4,56.4
C0513,2023-12-02,Vacuum Cleaner,Home,1,158.93,158.93
C0006,2023-12-03,Storage Bins,Home,1,51.71,51.71
C0033,2023-12-03,Wireless Charger,Electronics,3,98.33,294.99
C0153,2023-12-03,Cookbook,Books,1,49.23,49.23
C0182,2023-12-03,Fiction Novel,Books,4,24.06,96.24
C0266,2023-12-03,Power Bank,Electronics,1,34.48,34.48
C0334,2023-12-03,LED Desk Lamp,Home,1,35.9,35.9
C0355,2023-12-03,Bluetooth Speaker,Electronics,2,42.65,85.3
C0482,2023-12-03,Bluetooth Speaker,Electronics,2,43.17,86.34
C0494,2023-12-03,Self-Help Guide,Books,3,19.03,57.09
C0037,2023-12-04,Business Strategy Book,Books,2,81.1,162.2
C0104,2023-12-04,USB-C Cable,Electronics,1,23.6,23.6
C0123,2023-12-04,Smartphone Case,Electronics,2,31.5,63.0
C0201,2023-12-04,Wireless Charger,Electronics,3,48.36,145.08
C0265,2023-12-04,Coffee Maker,Home,2,71.24,142.48
C0287,2023-12-04,Denim Jeans,Fashion,1,56.86,56.86
C0337,2023-12-04,USB-C Cable,Electronics,2,12.34,24.68
C0481,2023-12-04,Casual T-Shirt,Fashion,1,21.21,21.21
C0520,2023-12-04,USB-C Cable,Electronics,1,12.6,12.6
C0547,2023-12-04,Vacuum Cleaner,Home,2,141.48,282.96
C0023,2023-12-05,Smartphone Case,Electronics,1,72.04,72.04
C0036,2023-12-05,Storage Bins,Home,2,53.18,106.36
C0138,2023-12-05,Screen Protector,Electronics,2,15.34,30.68
C0193,2023-12-05,USB-C Cable,Electronics,1,21.51,21.51
C0233,2023-12-05,Running Shoes,Fashion,3,159.04,477.12
C0272,2023-12-05,Storage Bins,Home,1,16.81,16.81
C0398,2023-12-05,Bluetooth Speaker,Electronics,2,46.67,93.34
C0425,2023-12-05,Power Bank,Electronics,2,33.2,66.4
C0468,2023-12-05,Cookbook,Books,2,28.65,57.3
C0012,2023-12-06,Vacuum Cleaner,Home,1,574.71,574.71
C0014,2023-12-06,Kitchen Scale,Home,2,96.32,192.64
C0017,2023-12-06,Denim Jeans,Fashion,1,207.26,207.26
C0037,2023-12-06,Wireless Charger,Electronics,1,113.52,113.52
C0050,2023-12-06,Car Phone Mount,Electronics,3,94.16,282.48
C0077,2023-12-06,Baseball Cap,Fashion,4,43.65,174.6
C0133,2023-12-06,Wireless Charger,Electronics,3,49.43,148.29
C0138,2023-12-06,Coffee Maker,Home,4,143.97,575.88
C0142,2023-12-06,Denim Jeans,Fashion,1,100.82,100.82
C0144,2023-12-06,Denim Jeans,Fashion,1,94.35,94.35
C0151,2023-12-06,Running Shoes,Fashion,2,161.91,323.82
C0157,2023-12-06,Sunglasses,Fashion,1,86.7,86.7
C0165,2023-12-06,Denim Jeans,Fashion,1,104.9,104.9
C0212,2023-12-06,Business Strategy Book,Books,1,45.68,45.68
C0223,2023-12-06,Self-Help Guide,Books,1,35.28,35.28
C0252,2023-12-06,Wireless Charger,Electronics,2,27.15,54.3
C0310,2023-12-06,Power Bank,Electronics,2,33.13,66.26
C0363,2023-12-06,LED Desk Lamp,Home,1,41.66,41.66
C0378,2023-12-06,Casual T-Shirt,Fashion,2,18.57,37.14
C0399,2023-12-06,Fiction Novel,Books,1,15.94,15.94
C0442,2023-12-06,Kitchen Scale,Home,1,23.72,23.72
C0473,2023-12-06,USB-C Cable,Electronics,1,13.38,13.38
C0523,2023-12-06,Running Shoes,Fashion,2,92.56,185.12
C0535,2023-12-06,Screen Protector,Electronics,2,10.42,20.84
C0068,2023-12-07,Power Bank,Electronics,3,58.22,174.66
C0105,2023-12-07,Baseball Cap,Fashion,4,45.8,183.2
C0176,2023-12-07,Wireless Headphones,Electronics,4,140.51,562.04
C0184,2023-12-07,Self-Help Guide,Books,4,34.06,136.24
C0192,2023-12-07,Screen Protector,Electronics,2,16.63,33.26
C0197,2023-12-07,Denim Jeans,Fashion,2,92.86,185.72
C0311,2023-12-07,Car Phone Mount,Electronics,2,22.12,44.24
C0337,2023-12-07,Wireless Charger,Electronics,1,27.74,27.74
C0355,2023-12-07,Coffee Maker,Home,1,81.43,81.43
C0386,2023-12-07,Smartphone Case,Electronics,1,20.46,20.46
C0526,2023-12-07,Denim Jeans,Fashion,1,54.86,54.86
C0033,2023-12-08,Wireless Charger,Electronics,1,112.45,112.45
C0118,2023-12-08,Power Bank,Electronics,1,63.49,63.49
C0135,2023-12-08,Fiction Novel,Books,2,27.44,54.88
C0234,2023-12-08,Power Bank,Electronics,3,62.59,187.77
C0250,2023-12-08,Denim Jeans,Fashion,1,103.18,103.18
C0291,2023-12-08,Running Shoes,Fashion,1,96.15,96.15
C0347,2023-12-08,USB-C Cable,Electronics,1,12.45,12.45
C0416,2023-12-08,Power Bank,Electronics,1,34.58,34.58
C0425,2023-12-08,Storage Bins,Home,3,16.43,49.29
C0430,2023-12-08,Baseball Cap,Fashion,1,26.92,26.92
C0454,2023-12-08,Storage Bins,Home,1,16.79,16.79
C0472,2023-12-08,Fiction Novel,Books,2,14.78,29.56
C0489,2023-12-08,Denim Jeans,Fashion,1,54.09,54.09
C0508,2023-12-08,LED Desk Lamp,Home,1,37.17,37.17
C0017,2023-12-09,Coffee Maker,Home,3,252.15,756.45
C0032,2023-12-09,Power Bank,Electronics,1,114.67,114.67
C0079,2023-12-09,USB-C Cable,Electronics,2,22.23,44.46
C0084,2023-12-09,Smartphone Case,Electronics,1,31.09,31.09
C0086,2023-12-09,Air Purifier,Home,3,330.17,990.51
C0103,2023-12-09,Storage Bins,Home,3,27.08,81.24
C0134,2023-12-09,Sunglasses,Fashion,1,76.58,76.58
C0167,2023-12-09,Baseball Cap,Fashion,3,38.85,116.55
C0196,2023-12-09,Fiction Novel,Books,1,26.27,26.27
C0213,2023-12-09,Wireless Headphones,Electronics,2,141.11,282.22
C0278,2023-12-09,Bluetooth Speaker,Electronics,1,43.0,43.0
C0332,2023-12-09,Self-Help Guide,Books,1,19.24,19.24
C0346,2023-12-09,Running Shoes,Fashion,1,82.46,82.46
C0383,2023-12-09,Self-Help Guide,Books,1,19.9,19.9
C0427,2023-12-09,Casual T-Shirt,Fashion,2,19.86,39.72
C0435,2023-12-09,Baseball Cap,Fashion,2,25.46,50.92
C0447,2023-12-09,Smartphone Case,Electronics,1,21.01,21.01
C0087,2023-12-10,Fiction Novel,Books,2,27.68,55.36
C0143,2023-12-10,Wireless Charger,Electronics,4,54.91,219.64
C0159,2023-12-10,Business Strategy Book,Books,1,43.0,43.0
C0165,2023-12-10,Air Purifier,Home,1,308.35,308.35
C0210,2023-12-10,Vacuum Cleaner,Home,2,232.43,464.86
C0219,2023-12-10,Casual T-Shirt,Fashion,1,36.25,36.25
C0235,2023-12-10,Car Phone Mount,Electronics,2,40.09,80.18
C0292,2023-12-10,Self-Help Guide,Books,2,17.75,35.5
C0346,2023-12-10,Running Shoes,Fashion,2,95.66,191.32
C0347,2023-12-10,Business Strategy Book,Books,1,25.22,25.22
C0434,2023-12-10,Denim Jeans,Fashion,1,60.17,60.17
C0438,2023-12-10,Baseball Cap,Fashion,2,22.11,44.22
C0510,2023-12-10,Screen Protector,Electronics,1,9.63,9.63
C0033,2023-12-11,Smartphone Case,Electronics,3,64.13,192.39
C0038,2023-12-11,Wireless Charger,Electronics,2,108.67,217.34
C0158,2023-12-11,Denim Jeans,Fashion,2,110.74,221.48
C0194,2023-12-11,Sunglasses,Fashion,1,91.03,91.03
C0210,2023-12-11,Storage Bins,Home,1,25.53,25.53
C0228,2023-12-11,Wireless Headphones,Electronics,2,136.43,272.86
C0276,2023-12-11,Baseball Cap,Fashion,2,26.87,53.74
C0307,2023-12-11,Coffee Maker,Home,1,72.84,72.84
C0310,2023-12-11,Cookbook,Books,1,32.3,32.3
C0373,2023-12-11,Air Purifier,Home,1,187.8,187.8
C0395,2023-12-11,Sunglasses,Fashion,1,51.44,51.44
C0454,2023-12-11,Car Phone Mount,Electronics,3,26.41,79.23
C0472,2023-12-11,Smartphone Case,Electronics,1,17.66,17.66
C0010,2023-12-12,Fiction Novel,Books,2,53.65,107.3
C0026,2023-12-12,Car Phone Mount,Electronics,4,87.94,351.76
C0029,2023-12-12,Storage Bins,Home,2,53.37,106.74
C0129,2023-12-12,Screen Protector,Electronics,2,17.56,35.12
C0150,2023-12-12,LED Desk Lamp,Home,2,67.05,134.1
C0258,2023-12-12,Baseball Cap,Fashion,4,24.57,98.28
C0276,2023-12-12,Smartphone Case,Electronics,1,19.27,19.27
C0285,2023-12-12,Wireless Headphones,Electronics,1,91.44,91.44
C0372,2023-12-12,Car Phone Mount,Electronics,1,22.33,22.33
C0377,2023-12-12,Casual T-Shirt,Fashion,1,20.73,20.73
C0380,2023-12-12,Self-Help Guide,Books,3,18.79,56.37
C0393,2023-12-12,Self-Help Guide,Books,2,18.12,36.24
C0445,2023-12-12,Sunglasses,Fashion,2,48.69,97.38
C0455,2023-12-12,Cookbook,Books,1,31.73,31.73
C0480,2023-12-12,Business Strategy Book,Books,1,22.18,22.18
C0493,2023-12-12,Air Purifier,Home,1,203.9,203.9
C0496,2023-12-12,Coffee Maker,Home,2,75.81,151.62
C0498,2023-12-12,Screen Protector,Electronics,1,10.7,10.7
C0512,2023-12-12,Wireless Charger,Electronics,1,29.34,29.34
C0549,2023-12-12,LED Desk Lamp,Home,3,42.66,127.98
C0064,2023-12-13,Screen Protector,Electronics,1,15.86,15.86
C0092,2023-12-13,USB-C Cable,Electronics,1,21.99,21.99
C0122,2023-12-13,Coffee Maker,Home,1,144.67,144.67
C0124,2023-12-13,Self-Help Guide,Books,1,35.22,35.22
C0127,2023-12-13,Self-Help Guide,Books,2,34.33,68.66
C0143,2023-12-13,Screen Protector,Electronics,1,17.23,17.23
C0147,2023-12-13,LED Desk Lamp,Home,3,67.01,201.03
C0178,2023-12-13,Sunglasses,Fashion,2,90.62,181.24
C0181,2023-12-13,Air Purifier,Home,1,340.27,340.27
C0410,2023-12-13,Screen Protector,Electronics,2,8.9,17.8
C0481,2023-12-13,Self-Help Guide,Books,2,17.99,35.98
C0138,2023-12-14,Air Purifier,Home,4,332.74,1330.96
C0141,2023-12-14,Kitchen Scale,Home,1,39.81,39.81
C0149,2023-12-14,Bluetooth Speaker,Electronics,1,79.23,79.23
C0150,2023-12-14,Wireless Headphones,Electronics,1,141.5,141.5
C0158,2023-12-14,Self-Help Guide,Books,1,34.6,34.6
C0185,2023-12-14,Sunglasses,Fashion,1,90.11,90.11
C0225,2023-12-14,Car Phone Mount,Electronics,1,45.57,45.57
C0356,2023-12-14,Fiction Novel,Books,1,15.54,15.54
C0360,2023-12-14,Self-Help Guide,Books,1,19.97,19.97
C0361,2023-12-14,Running Shoes,Fashion,3,83.8,251.4
C0452,2023-12-14,Bluetooth Speaker,Electronics,4,40.74,162.96
C0470,2023-12-14,Air Purifier,Home,1,211.73,211.73
C0011,2023-12-15,Power Bank,Electronics,1,119.52,119.52
C0058,2023-12-15,Fiction Novel,Books,3,24.66,73.98
C0089,2023-12-15,LED Desk Lamp,Home,1,66.39,66.39
C0233,2023-12-15,Storage Bins,Home,4,26.87,107.48
C0239,2023-12-15,Bluetooth Speaker,Electronics,1,71.18,71.18
C0249,2023-12-15,Self-Help Guide,Books,2,31.4,62.8
C0385,2023-12-15,Power Bank,Electronics,1,36.78,36.78
C0403,2023-12-15,Running Shoes,Fashion,1,93.76,93.76
C0436,2023-12-15,Business Strategy Book,Books,1,26.08,26.08
C0491,2023-12-15,Running Shoes,Fashion,3,89.45,268.35
C0508,2023-12-15,Wireless Charger,Electronics,4,30.28,121.12
C0518,2023-12-15,Wireless Charger,Electronics,1,26.57,26.57
C0058,2023-12-16,Denim Jeans,Fashion,2,96.09,192.18
C0102,2023-12-16,Baseball Cap,Fashion,1,44.5,44.5
C0288,2023-12-16,Coffee Maker,Home,1,78.94,78.94
C0310,2023-12-16,Wireless Charger,Electronics,1,29.7,29.7
C0339,2023-12-16,Smartphone Case,Electronics,1,20.13,20.13
C0367,2023-12-16,Storage Bins,Home,1,16.45,16.45
C0396,2023-12-16,Kitchen Scale,Home,1,24.42,24.42
C0409,2023-12-16,USB-C Cable,Electronics,1,12.25,12.25
C0090,2023-12-17,Denim Jeans,Fashion,2,102.15,204.3
C0099,2023-12-17,Fiction Novel,Books,1,26.36,26.36
C0112,2023-12-17,Smartphone Case,Electronics,1,32.83,32.83
C0198,2023-12-17,Screen Protector,Electronics,1,18.23,18.23
C0251,2023-12-17,Denim Jeans,Fashion,3,62.32,186.96
C0297,2023-12-17,Vacuum Cleaner,Home,1,139.08,139.08
C0312,2023-12-17,LED Desk Lamp,Home,3,36.26,108.78
C0434,2023-12-17,Kitchen Scale,Home,1,25.02,25.02
C0507,2023-12-17,Running Shoes,Fashion,1,95.84,95.84
C0513,2023-12-17,Air Purifier,Home,2,214.34,428.68
C0537,2023-12-17,Wireless Charger,Electronics,1,30.9,30.9
C0027,2023-12-18,Wireless Charger,Electronics,1,103.38,103.38
C0030,2023-12-18,Casual T-Shirt,Fashion,4,65.42,261.68
C0106,2023-12-18,Cookbook,Books,1,45.8,45.8
C0128,2023-12-18,Storage Bins,Home,1,24.55,24.55
C0166,2023-12-18,Air Purifier,Home,1,317.98,317.98
C0175,2023-12-18,Car Phone Mount,Electronics,1,45.19,45.19
C0209,2023-12-18,Kitchen Scale,Home,1,43.98,43.98
C0257,2023-12-18,Cookbook,Books,2,30.25,60.5
C0311,2023-12-18,Car Phone Mount,Electronics,4,24.65,98.6
C0335,2023-12-18,Air Purifier,Home,1,205.72,205.72
C0421,2023-12-18,Bluetooth Speaker,Electronics,1,49.25,49.25
C0452,2023-12-18,Running Shoes,Fashion,1,89.84,89.84
C0484,2023-12-18,Denim Jeans,Fashion,2,54.25,108.5
C0064,2023-12-19,LED Desk Lamp,Home,1,61.88,61.88
C0072,2023-12-19,Baseball Cap,Fashion,1,39.88,39.88
C0215,2023-12-19,Baseball Cap,Fashion,1,39.68,39.68
C0270,2023-12-19,Wireless Charger,Electronics,2,30.92,61.84
C0303,2023-12-19,Self-Help Guide,Books,1,19.02,19.02
C0368,2023-12-19,Sunglasses,Fashion,1,48.02,48.02
C0412,2023-12-19,Bluetooth Speaker,Electronics,1,44.45,44.45
C0467,2023-12-19,Air Purifier,Home,1,198.92,198.92
C0473,2023-12-19,Running Shoes,Fashion,1,79.95,79.95
C0520,2023-12-19,Kitchen Scale,Home,1,25.35,25.35
C0041,2023-12-20,Baseball Cap,Fashion,1,92.68,92.68
C0181,2023-12-20,Power Bank,Electronics,4,62.72,250.88
C0201,2023-12-20,Screen Protector,Electronics,1,16.34,16.34
C0213,2023-12-20,Storage Bins,Home,2,25.63,51.26
C0245,2023-12-20,Business Strategy Book,Books,1,40.58,40.58
C0354,2023-12-20,LED Desk Lamp,Home,1,39.52,39.52
C0365,2023-12-20,Wireless Headphones,Electronics,2,94.4,188.8
C0370,2023-12-20,Smartphone Case,Electronics,1,18.07,18.07
C0407,2023-12-20,LED Desk Lamp,Home,1,36.0,36.0
C0466,2023-12-20,Power Bank,Electronics,1,36.55,36.55
C0481,2023-12-20,Running Shoes,Fashion,1,82.8,82.8
C0520,2023-12-20,Smartphone Case,Electronics,1,19.43,19.43
C0537,2023-12-20,Casual T-Shirt,Fashion,1,21.04,21.04
C0041,2023-12-21,Kitchen Scale,Home,1,91.03,91.03
C0087,2023-12-21,Baseball Cap,Fashion,2,39.15,78.3
C0131,2023-12-21,Vacuum Cleaner,Home,2,256.85,513.7
C0175,2023-12-21,Sunglasses,Fashion,1,89.4,89.4
C0183,2023-12-21,Wireless Charger,Electronics,1,47.93,47.93
C0187,2023-12-21,Wireless Charger,Electronics,1,51.71,51.71
C0206,2023-12-21,Cookbook,Books,1,49.82,49.82
C0246,2023-12-21,Kitchen Scale,Home,2,44.68,89.36
C0253,2023-12-21,Kitchen Scale,Home,1,27.86,27.86
C0319,2023-12-21,Denim Jeans,Fashion,4,63.05,252.2
C0344,2023-12-21,LED Desk Lamp,Home,4,42.49,169.96
C0348,2023-12-21,Baseball Cap,Fashion,1,24.74,24.74
C0378,2023-12-21,Kitchen Scale,Home,1,24.04,24.04
C0416,2023-12-21,Kitchen Scale,Home,1,23.99,23.99
C0421,2023-12-21,Coffee Maker,Home,2,86.12,172.24
C0544,2023-12-21,Wireless Headphones,Electronics,1,95.67,95.67
C0023,2023-12-22,Car Phone Mount,Electronics,1,87.72,87.72
C0114,2023-12-22,Wireless Charger,Electronics,2,45.68,91.36
C0119,2023-12-22,Storage Bins,Home,2,28.86,57.72
C0120,2023-12-22,Coffee Maker,Home,1,128.59,128.59
C0185,2023-12-22,Coffee Maker,Home,1,123.11,123.11
C0194,2023-12-22,Wireless Headphones,Electronics,1,153.81,153.81
C0358,2023-12-22,Fiction Novel,Books,2,15.87,31.74
C0379,2023-12-22,USB-C Cable,Electronics,4,12.12,48.48
C0405,2023-12-22,Storage Bins,Home,1,14.84,14.84
C0405,2023-12-22,Bluetooth Speaker,Electronics,2,45.85,91.7
C0408,2023-12-22,Car Phone Mount,Electronics,1,26.46,26.46
C0449,2023-12-22,Storage Bins,Home,3,15.07,45.21
C0504,2023-12-22,Smartphone Case,Electronics,2,20.58,41.16
C0538,2023-12-22,Smartphone Case,Electronics,4,18.35,73.4
C0015,2023-12-23,Air Purifier,Home,2,727.41,1454.82
C0036,2023-12-23,Smartphone Case,Electronics,2,76.1,152.2
C0069,2023-12-23,Smartphone Case,Electronics,1,31.69,31.69
C0132,2023-12-23,Baseball Cap,Fashion,1,42.77,42.77
C0146,2023-12-23,Self-Help Guide,Books,2,31.44,62.88
C0167,2023-12-23,Screen Protector,Electronics,1,15.65,15.65
C0174,2023-12-23,Denim Jeans,Fashion,1,102.96,102.96
C0241,2023-12-23,Wireless Headphones,Electronics,1,143.22,143.22
C0246,2023-12-23,Cookbook,Books,2,54.98,109.96
C0300,2023-12-23,Bluetooth Speaker,Electronics,1,48.63,48.63
C0322,2023-12-23,USB-C Cable,Electronics,3,12.25,36.75
C0354,2023-12-23,Car Phone Mount,Electronics,3,25.6,76.8
C0367,2023-12-23,Vacuum Cleaner,Home,2,136.71,273.42
C0391,2023-12-23,Self-Help Guide,Books,1,20.91,20.91
C0481,2023-12-23,Screen Protector,Electronics,1,9.91,9.91
C0547,2023-12-23,Wireless Charger,Electronics,1,31.61,31.61
C0019,2023-12-24,Running Shoes,Fashion,2,322.0,644.0
C0021,2023-12-24,Fiction Novel,Books,2,56.42,112.84
C0037,2023-12-24,Fiction Novel,Books,1,49.64,49.64
C0045,2023-12-24,Screen Protector,Electronics,1,31.98,31.98
C0085,2023-12-24,Casual T-Shirt,Fashion,3,35.12,105.36
C0158,2023-12-24,Wireless Headphones,Electronics,1,158.12,158.12
C0160,2023-12-24,Coffee Maker,Home,1,137.61,137.61
C0195,2023-12-24,Wireless Headphones,Electronics,1,138.16,138.16
C0230,2023-12-24,Bluetooth Speaker,Electronics,2,79.19,158.38
C0252,2023-12-24,Business Strategy Book,Books,1,23.13,23.13
C0265,2023-12-24,Kitchen Scale,Home,1,24.61,24.61
C0318,2023-12-24,Air Purifier,Home,1,179.41,179.41
C0395,2023-12-24,Running Shoes,Fashion,3,96.67,290.01
C0469,2023-12-24,Bluetooth Speaker,Electronics,1,41.26,41.26
C0529,2023-12-24,Kitchen Scale,Home,1,27.39,27.39
C0533,2023-12-24,Self-Help Guide,Books,1,21.36,21.36
C0005,2023-12-25,Car Phone Mount,Electronics,1,96.05,96.05
C0107,2023-12-25,LED Desk Lamp,Home,1,71.29,71.29
C0133,2023-12-25,Business Strategy Book,Books,1,43.27,43.27
C0189,2023-12-25,Screen Protector,Electronics,1,17.83,17.83
C0258,2023-12-25,Storage Bins,Home,3,16.55,49.65
C0265,2023-12-25,Screen Protector,Electronics,2,9.56,19.12
C0314,2023-12-25,USB-C Cable,Electronics,3,12.88,38.64
C0346,2023-12-25,Sunglasses,Fashion,1,47.59,47.59
C0401,2023-12-25,Storage Bins,Home,1,14.55,14.55
C0438,2023-12-25,Kitchen Scale,Home,1,25.98,25.98
C0464,2023-12-25,Coffee Maker,Home,1,73.21,73.21
C0521,2023-12-25,Air Purifier,Home,2,184.11,368.22
C0547,2023-12-25,Wireless Headphones,Electronics,4,82.12,328.48
C0023,2023-12-26,LED Desk Lamp,Home,1,145.49,145.49
C0099,2023-12-26,Smartphone Case,Electronics,3,31.26,93.78
C0131,2023-12-26,Car Phone Mount,Electronics,1,40.58,40.58
C0198,2023-12-26,Running Shoes,Fashion,1,158.14,158.14
C0244,2023-12-26,Sunglasses,Fashion,2,82.0,164.0
C0274,2023-12-26,Power Bank,Electronics,1,36.09,36.09
C0294,2023-12-26,Wireless Headphones,Electronics,1,95.32,95.32
C0313,2023-12-26,Car Phone Mount,Electronics,2,24.06,48.12
C0390,2023-12-26,Running Shoes,Fashion,1,90.55,90.55
C0408,2023-12-26,Casual T-Shirt,Fashion,2,19.42,38.84
C0442,2023-12-26,Kitchen Scale,Home,2,27.84,55.68
C0547,2023-12-26,Kitchen Scale,Home,1,23.2,23.2
C0038,2023-12-27,Kitchen Scale,Home,2,86.44,172.88
C0125,2023-12-27,Baseball Cap,Fashion,3,40.42,121.26
C0131,2023-12-27,Wireless Headphones,Electronics,2,141.7,283.4
C0149,2023-12-27,Storage Bins,Home,1,25.51,25.51
C0174,2023-12-27,Air Purifier,Home,1,325.26,325.26
C0246,2023-12-27,Coffee Maker,Home,2,137.13,274.26
C0259,2023-12-27,Fiction Novel,Books,1,15.08,15.08
C0345,2023-12-27,Denim Jeans,Fashion,4,53.7,214.8
C0375,2023-12-27,Denim Jeans,Fashion,1,63.93,63.93
C0411,2023-12-27,Wireless Charger,Electronics,1,31.36,31.36
C0488,2023-12-27,Sunglasses,Fashion,4,44.28,177.12
C0514,2023-12-27,Denim Jeans,Fashion,1,53.17,53.17
C0546,2023-12-27,Fiction Novel,Books,1,13.94,13.94
C0107,2023-12-28,Air Purifier,Home,1,347.35,347.35
C0200,2023-12-28,Denim Jeans,Fashion,2,95.8,191.6
C0342,2023-12-28,Wireless Charger,Electronics,1,28.69,28.69
C0349,2023-12-28,Self-Help Guide,Books,1,20.26,20.26
C0442,2023-12-28,Baseball Cap,Fashion,1,24.63,24.63
C0469,2023-12-28,Cookbook,Books,2,29.96,59.92
C0055,2023-12-29,Storage Bins,Home,1,25.04,25.04
C0067,2023-12-29,Storage Bins,Home,1,29.17,29.17
C0201,2023-12-29,Coffee Maker,Home,4,138.66,554.64
C0204,2023-12-29,Smartphone Case,Electronics,1,32.18,32.18
C0258,2023-12-29,Screen Protector,Electronics,1,9.15,9.15
C0275,2023-12-29,Sunglasses,Fashion,1,46.53,46.53
C0312,2023-12-29,Smartphone Case,Electronics,1,21.19,21.19
C0351,2023-12-29,Denim Jeans,Fashion,1,56.06,56.06
C0395,2023-12-29,Sunglasses,Fashion,1,45.14,45.14
C0397,2023-12-29,Denim Jeans,Fashion,2,57.77,115.54
C0484,2023-12-29,Kitchen Scale,Home,1,25.65,25.65
C0540,2023-12-29,Smartphone Case,Electronics,1,18.72,18.72
C0008,2023-12-30,Sunglasses,Fashion,3,189.56,568.68
C0047,2023-12-30,Air Purifier,Home,1,707.27,707.27
C0089,2023-12-30,Storage Bins,Home,1,28.43,28.43
C0183,2023-12-30,Power Bank,Electronics,1,60.71,60.71
C0186,2023-12-30,Wireless Charger,Electronics,1,52.92,52.92
C0192,2023-12-30,Coffee Maker,Home,1,135.25,135.25
C0196,2023-12-30,Smartphone Case,Electronics,1,35.62,35.62
C0238,2023-12-30,Storage Bins,Home,2,27.94,55.88
C0241,2023-12-30,Smartphone Case,Electronics,1,30.91,30.91
C0247,2023-12-30,Running Shoes,Fashion,4,139.98,559.92
C0278,2023-12-30,Wireless Charger,Electronics,1,27.87,27.87
C0302,2023-12-30,Baseball Cap,Fashion,1,23.74,23.74
C0021,2023-12-31,Storage Bins,Home,3,60.17,180.51
C0033,2023-12-31,USB-C Cable,Electronics,1,46.44,46.44
C0113,2023-12-31,Power Bank,Electronics,3,62.44,187.32
C0155,2023-12-31,Wireless Headphones,Electronics,2,137.72,275.44
C0156,2023-12-31,Bluetooth Speaker,Electronics,2,74.85,149.7
C0177,2023-12-31,Fiction Novel,Books,1,25.09,25.09
C0181,2023-12-31,Cookbook,Books,1,49.7,49.7
C0188,2023-12-31,Storage Bins,Home,2,28.2,56.4
C0325,2023-12-31,Coffee Maker,Home,4,84.33,337.32
C0332,2023-12-31,Fiction Novel,Books,3,14.25,42.75
C0350,2023-12-31,Wireless Headphones,Electronics,1,90.37,90.37
C0370,2023-12-31,Smartphone Case,Electronics,1,21.53,21.53
C0454,2023-12-31,Vacuum Cleaner,Home,2,135.44,270.88
C0536,2023-12-31,Bluetooth Speaker,Electronics,2,41.65,83.3
C0123,2024-01-01,Storage Bins,Home,2,17.27,34.54
C0127,2024-01-01,Business Strategy Book,Books,1,30.96,30.96
C0149,2024-01-01,Wireless Charger,Electronics,4,39.38,157.52
C0176,2024-01-01,LED Desk Lamp,Home,2,49.32,98.64
C0205,2024-01-01,Air Purifier,Home,1,224.26,224.26
C0208,2024-01-01,Car Phone Mount,Electronics,1,32.31,32.31
